БЕЛОН АО - ЛогДоходность;;;;;;;;;
-0,000322737;;;;;;;;;
0,021396314;;;;;;;;;
0,038734509;;;;;;;;;
0,002428659;;;;;;;;;
-0,032981877;;;;;;;;;
-0,024586852;;;;;;;;;
-0,023396681;;;;;;;;;
-0,015072749;;;;;;;;;
-0,012088797;;;;;;;;;
-0,069777446;;;;;;;;;
-0,065299542;;;;;;;;;
-0,110486633;;;;;;;;;
-0,078819818;;;;;;;;;
-0,067658648;;;;;;;;;
-0,015113638;;;;;;;;;
0,105868001;;;;;;;;;
-0,011481182;;;;;;;;;
0,038065312;;;;;;;;;
-0,041535529;;;;;;;;;
-0,023447733;;;;;;;;;
0,01343251;;;;;;;;;
-0,010116543;;;;;;;;;
-0,040043941;;;;;;;;;
-0,044541266;;;;;;;;;
-0,026334464;;;;;;;;;
-0,015442266;;;;;;;;;
-0,05430575;;;;;;;;;
0,028210221;;;;;;;;;
-0,013307654;;;;;;;;;
-0,011226612;;;;;;;;;
-0,183846852;;;;;;;;;
-0,202330447;;;;;;;;;
0,068992871;;;;;;;;;
-0,031098747;;;;;;;;;
0,007171345;;;;;;;;;
0,029724519;;;;;;;;;
0,019084549;;;;;;;;;
-0,017929147;;;;;;;;;
0,023208194;;;;;;;;;
0,075316075;;;;;;;;;
0,051328173;;;;;;;;;
-0,047498752;;;;;;;;;
0,054761907;;;;;;;;;
-0,037196448;;;;;;;;;
0,160228839;;;;;;;;;
0,070465512;;;;;;;;;
-0,068431514;;;;;;;;;
-0,039975715;;;;;;;;;
0,036194992;;;;;;;;;
-0,085740729;;;;;;;;;
-0,15415068;;;;;;;;;
0,024873265;;;;;;;;;
0,020029282;;;;;;;;;
0,027934777;;;;;;;;;
-0,033260549;;;;;;;;;
-0,018322769;;;;;;;;;
0,087434299;;;;;;;;;
-0,066977817;;;;;;;;;
0,010600806;;;;;;;;;
0,072851848;;;;;;;;;
0,460563789;;;;;;;;;
-0,089451089;;;;;;;;;
0,04518675;;;;;;;;;
-0,186641218;;;;;;;;;
0,007762005;;;;;;;;;
-0,018205964;;;;;;;;;
-0,026597313;;;;;;;;;
0,004034975;;;;;;;;;
-0,038308378;;;;;;;;;
0,028867984;;;;;;;;;
0,002706362;;;;;;;;;
0,033225648;;;;;;;;;
0,027080959;;;;;;;;;
-0,036273407;;;;;;;;;
0,002635048;;;;;;;;;
0,028536307;;;;;;;;;
0,010178205;;;;;;;;;
0,017566324;;;;;;;;;
-0,015037877;;;;;;;;;
0,007547206;;;;;;;;;
-0,089064063;;;;;;;;;
0,02969179;;;;;;;;;
0,018445846;;;;;;;;;
-0,015789802;;;;;;;;;
0,054206818;;;;;;;;;
-0,033208671;;;;;;;;;
0,050643733;;;;;;;;;
-0,037740328;;;;;;;;;
0,012739026;;;;;;;;;
-0,03608639;;;;;;;;;
0,028462465;;;;;;;;;
-0,012837147;;;;;;;;;
0,033039854;;;;;;;;;
-0,007528266;;;;;;;;;
0,027330894;;;;;;;;;
-0,009852296;;;;;;;;;
0,007398307;;;;;;;;;
0,014634408;;;;;;;;;
0,096849826;;;;;;;;;
-0,040364224;;;;;;;;;
0,0226254;;;;;;;;;
-0,006734032;;;;;;;;;
0,065382759;;;;;;;;;
-0,034338138;;;;;;;;;
-0,026550232;;;;;;;;;
-0,060064241;;;;;;;;;
0,037387532;;;;;;;;;
0,00685717;;;;;;;;;
-0,041866579;;;;;;;;;
0,018824085;;;;;;;;;
0,004651171;;;;;;;;;
0;;;;;;;;;
0,002317498;;;;;;;;;
-0,054710432;;;;;;;;;
0,043068857;;;;;;;;;
0,05246357;;;;;;;;;
-0,047790664;;;;;;;;;
0,011587615;;;;;;;;;
0,042847591;;;;;;;;;
0,053718607;;;;;;;;;
-0,049313314;;;;;;;;;
0,061787488;;;;;;;;;
-0,057401516;;;;;;;;;
0,021645867;;;;;;;;;
-0,087206062;;;;;;;;;
0,027651531;;;;;;;;;
0,087011377;;;;;;;;;
0,034803922;;;;;;;;;
0,015968403;;;;;;;;;
-0,007952328;;;;;;;;;
0,001994019;;;;;;;;;
-0,008000043;;;;;;;;;
-0,062131781;;;;;;;;;
0,047975832;;;;;;;;;
-0,022658024;;;;;;;;;
-0,031748698;;;;;;;;;
-0,002152853;;;;;;;;;
0,002152853;;;;;;;;;
0,008565363;;;;;;;;;
-0,034710643;;;;;;;;;
-0,03595893;;;;;;;;;
-0,016147986;;;;;;;;;
-0,045191994;;;;;;;;;
-0,03970745;;;;;;;;;
-0,020461072;;;;;;;;;
-0,050341755;;;;;;;;;
-0,008185585;;;;;;;;;
-0,236936873;;;;;;;;;
-0,049832374;;;;;;;;;
-0,00732604;;;;;;;;;
0,01821544;;;;;;;;;
-0,048068403;;;;;;;;;
0;;;;;;;;;
-0,015267472;;;;;;;;;
-0,015504187;;;;;;;;;
0,00389864;;;;;;;;;
-0,027615167;;;;;;;;;
0,198850859;;;;;;;;;
-0,03333642;;;;;;;;;
-0,006802747;;;;;;;;;
0,043412493;;;;;;;;;
0,006514681;;;;;;;;;
-0,009788006;;;;;;;;;
-0,026579638;;;;;;;;;
-0,023851216;;;;;;;;;
0,050430854;;;;;;;;;
0,022691411;;;;;;;;;
-0,035892923;;;;;;;;;
0,016474837;;;;;;;;;
-0,026491615;;;;;;;;;
0,006688988;;;;;;;;;
-0,006688988;;;;;;;;;
-0,016920877;;;;;;;;;
0,003407158;;;;;;;;;
-0,0102565;;;;;;;;;
-0,024349029;;;;;;;;;
-0,007067167;;;;;;;;;
-0,014285957;;;;;;;;;
0,024868067;;;;;;;;;
-0,014134511;;;;;;;;;
-0,010733556;;;;;;;;;
-0,029199155;;;;;;;;;
0,018349139;;;;;;;;;
0,014440684;;;;;;;;;
0,072570693;;;;;;;;;
0,026317308;;;;;;;;;
-0,02965621;;;;;;;;;
-0,054996676;;;;;;;;;
0,02787637;;;;;;;;;
-0,006896579;;;;;;;;;
-0,01745245;;;;;;;;;
0,007017573;;;;;;;;;
0,003490405;;;;;;;;;
-0,003490405;;;;;;;;;
-0,007017573;;;;;;;;;
-0,010619569;;;;;;;;;
-0,058624843;;;;;;;;;
-0,007575794;;;;;;;;;
0,044617065;;;;;;;;;
0;;;;;;;;;
-0,010969031;;;;;;;;;
-0,003683245;;;;;;;;;
-0,003696862;;;;;;;;;
-0,011173301;;;;;;;;;
-0,00375235;;;;;;;;;
0;;;;;;;;;
0,065477929;;;;;;;;;
0,007017573;;;;;;;;;
0,044451763;;;;;;;;;
-0,023689771;;;;;;;;;
-0,020761991;;;;;;;;;
-0,039220713;;;;;;;;;
-0,007299302;;;;;;;;;
-0,003669729;;;;;;;;;
0,00732604;;;;;;;;;
0,003642991;;;;;;;;;
0;;;;;;;;;
0,018018506;;;;;;;;;
-0,014388737;;;;;;;;;
0;;;;;;;;;
-0,010929071;;;;;;;;;
-0,011049836;;;;;;;;;
0;;;;;;;;;
-0,007434978;;;;;;;;;
0,007434978;;;;;;;;;
0,018349139;;;;;;;;;
-0,007299302;;;;;;;;;
0,001829827;;;;;;;;;
0;;;;;;;;;
0,003649639;;;;;;;;;
-0,009149195;;;;;;;;;
0,003669729;;;;;;;;;
0,001829827;;;;;;;;;
0,01991016;;;;;;;;;
0,04554202;;;;;;;;;
0,027028672;;;;;;;;;
-0,018503472;;;;;;;;;
-0,017123706;;;;;;;;;
0,025576842;;;;;;;;;
-0,005063302;;;;;;;;;
0,006745388;;;;;;;;;
0,031433523;;;;;;;;;
0,056977435;;;;;;;;;
0,062613593;;;;;;;;;
-0,010167117;;;;;;;;;
